movement,flight_id,airline,origin,transit_point,destination,take_off_time,landing_time,transit_duration_mins,total_duration_mins,aircraft_model,carbon_kg,eco_price_sar,price_status,flight_date,day
DEPARTURE,F3 104,flyadeal,JED,Direct,RUH,8:30,10:10,0,100,Airbus A320,85000.0,345.0,typical,6/7/2026,Sunday
DEPARTURE,F3 106,flyadeal,JED,Direct,RUH,9:35,11:20,0,105,Airbus A320,85000.0,345.0,typical,6/7/2026,Sunday
DEPARTURE,F3 116,flyadeal,JED,Direct,RUH,12:25,14:05,0,100,Airbus A320,85000.0,345.0,typical,6/7/2026,Sunday
DEPARTURE,F3 114,flyadeal,JED,Direct,RUH,13:05,14:40,0,95,Airbus A320,85000.0,345.0,typical,6/7/2026,Sunday
DEPARTURE,F3 120,flyadeal,JED,Direct,RUH,13:55,15:35,0,100,Airbus A320,85000.0,345.0,typical,6/7/2026,Sunday
DEPARTURE,F3 118,flyadeal,JED,Direct,RUH,14:35,16:10,0,95,Airbus A320,85000.0,345.0,typical,6/7/2026,Sunday
DEPARTURE,F3 138,flyadeal,JED,Direct,RUH,15:30,17:10,0,100,Airbus A320,85000.0,345.0,typical,6/7/2026,Sunday
DEPARTURE,F3 122,flyadeal,JED,Direct,RUH,16:10,17:55,0,105,Airbus A320,85000.0,345.0,typical,6/7/2026,Sunday
DEPARTURE,F3 126,flyadeal,JED,Direct,RUH,17:20,19:00,0,100,Airbus A320,85000.0,345.0,typical,6/7/2026,Sunday
DEPARTURE,F3 148,flyadeal,JED,Direct,RUH,18:05,19:45,0,100,Airbus A320,85000.0,345.0,typical,6/7/2026,Sunday
DEPARTURE,F3 132,flyadeal,JED,Direct,RUH,19:05,20:45,0,100,Airbus A320,85000.0,345.0,typical,6/7/2026,Sunday
DEPARTURE,F3 134,flyadeal,JED,Direct,RUH,19:25,21:00,0,95,Airbus A320,85000.0,345.0,typical,6/7/2026,Sunday
DEPARTURE,F3 154,flyadeal,JED,Direct,RUH,20:25,22:05,0,100,Airbus A320,85000.0,345.0,typical,6/7/2026,Sunday
DEPARTURE,F3 140,flyadeal,JED,Direct,RUH,21:15,22:55,0,100,Airbus A320,85000.0,345.0,typical,6/7/2026,Sunday
DEPARTURE,F3 144,flyadeal,JED,Direct,RUH,22:15,23:55,0,100,Airbus A320,85000.0,345.0,typical,6/7/2026,Sunday
DEPARTURE,XY 58,Flynas,JED,Direct,RUH,1:40,3:25,0,105,Airbus A320neo,77000.0,349.0,typical,6/7/2026,Sunday
DEPARTURE,XY 14,Flynas,JED,Direct,RUH,6:10,7:55,0,105,Airbus A320neo,77000.0,349.0,typical,6/7/2026,Sunday
DEPARTURE,XY 18,Flynas,JED,Direct,RUH,7:20,9:05,0,105,Airbus A320neo,77000.0,349.0,typical,6/7/2026,Sunday
DEPARTURE,XY 4,Flynas,JED,Direct,RUH,8:05,9:50,0,105,Airbus A320neo,77000.0,349.0,typical,6/7/2026,Sunday
DEPARTURE,XY 6,Flynas,JED,Direct,RUH,9:10,10:55,0,105,Airbus A320neo,77000.0,349.0,typical,6/7/2026,Sunday
DEPARTURE,XY 20,Flynas,JED,Direct,RUH,10:40,12:25,0,105,Airbus A320neo,77000.0,349.0,typical,6/7/2026,Sunday
DEPARTURE,XY 22,Flynas,JED,Direct,RUH,12:35,14:20,0,105,Airbus A320neo,77000.0,349.0,typical,6/7/2026,Sunday
DEPARTURE,XY 32,Flynas,JED,Direct,RUH,13:10,14:55,0,105,Airbus A320neo,77000.0,349.0,typical,6/7/2026,Sunday
DEPARTURE,XY 36,Flynas,JED,Direct,RUH,14:10,15:55,0,105,Airbus A320neo,77000.0,349.0,typical,6/7/2026,Sunday
DEPARTURE,XY 10,Flynas,JED,Direct,RUH,14:55,16:40,0,105,Airbus A320neo,77000.0,349.0,typical,6/7/2026,Sunday
DEPARTURE,XY 46,Flynas,JED,Direct,RUH,17:50,19:35,0,105,Airbus A320neo,77000.0,349.0,typical,6/7/2026,Sunday
DEPARTURE,XY 34,Flynas,JED,Direct,RUH,18:45,20:30,0,105,Airbus A320neo,77000.0,349.0,typical,6/7/2026,Sunday
DEPARTURE,XY 38,Flynas,JED,Direct,RUH,20:25,22:10,0,105,Airbus A320neo,77000.0,349.0,typical,6/7/2026,Sunday
DEPARTURE,XY 62,Flynas,JED,Direct,RUH,21:50,23:35,0,105,Airbus A320neo,77000.0,349.0,typical,6/7/2026,Sunday
DEPARTURE,XY 54,Flynas,JED,Direct,RUH,23:59,1:44,0,105,Airbus A320neo,77000.0,349.0,typical,6/7/2026,Sunday
DEPARTURE,XY 40,Flynas,JED,Direct,RUH,15:40,17:25,0,105,Airbus A320neo,77000.0,339.0,high,7/3/2026,Friday
DEPARTURE,XY 46,Flynas,JED,Direct,RUH,17:50,19:35,0,105,Airbus A320neo,77000.0,339.0,high,7/3/2026,Friday
DEPARTURE,F3 130,flyadeal,JED,Direct,RUH,17:40,19:15,0,95,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,XY 18,Flynas,JED,Direct,RUH,7:20,9:05,0,105,Airbus A320neo,77000.0,339.0,high,7/3/2026,Friday
DEPARTURE,XY 4,Flynas,JED,Direct,RUH,8:05,9:50,0,105,Airbus A320neo,77000.0,339.0,high,7/3/2026,Friday
DEPARTURE,XY 32,Flynas,JED,Direct,RUH,13:10,14:55,0,105,Airbus A320neo,77000.0,339.0,high,7/3/2026,Friday
DEPARTURE,XY 36,Flynas,JED,Direct,RUH,14:10,15:55,0,105,Airbus A320neo,77000.0,339.0,high,7/3/2026,Friday
DEPARTURE,XY 62,Flynas,JED,Direct,RUH,21:50,23:35,0,105,Airbus A320neo,77000.0,339.0,high,7/3/2026,Friday
DEPARTURE,F3 152,flyadeal,JED,Direct,RUH,0:15,1:55,0,100,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 158,flyadeal,JED,Direct,RUH,0:55,2:30,0,95,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 156,flyadeal,JED,Direct,RUH,2:15,4:00,0,105,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 162,flyadeal,JED,Direct,RUH,2:50,4:25,0,95,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 160,flyadeal,JED,Direct,RUH,3:35,5:15,0,100,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 110,flyadeal,JED,Direct,RUH,5:00,6:40,0,100,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 112,flyadeal,JED,Direct,RUH,6:10,7:45,0,95,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 102,flyadeal,JED,Direct,RUH,7:30,9:10,0,100,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 104,flyadeal,JED,Direct,RUH,8:30,10:10,0,100,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 106,flyadeal,JED,Direct,RUH,9:35,11:20,0,105,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 116,flyadeal,JED,Direct,RUH,12:25,14:05,0,100,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 114,flyadeal,JED,Direct,RUH,13:05,14:40,0,95,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 120,flyadeal,JED,Direct,RUH,13:55,15:35,0,100,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 118,flyadeal,JED,Direct,RUH,14:35,16:10,0,95,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 138,flyadeal,JED,Direct,RUH,15:30,17:10,0,100,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 122,flyadeal,JED,Direct,RUH,16:10,17:55,0,105,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 126,flyadeal,JED,Direct,RUH,17:20,19:00,0,100,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 148,flyadeal,JED,Direct,RUH,18:05,19:45,0,100,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 132,flyadeal,JED,Direct,RUH,19:05,20:45,0,100,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 134,flyadeal,JED,Direct,RUH,19:25,21:00,0,95,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 154,flyadeal,JED,Direct,RUH,20:25,22:05,0,100,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 140,flyadeal,JED,Direct,RUH,21:15,22:55,0,100,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,F3 144,flyadeal,JED,Direct,RUH,22:15,23:55,0,100,Airbus A320,85000.0,345.0,high,7/3/2026,Friday
DEPARTURE,XY 24,Flynas,JED,Direct,RUH,19:55,21:40,0,105,Airbus A320neo,77000.0,349.0,high,7/3/2026,Friday
DEPARTURE,XY 38,Flynas,JED,Direct,RUH,20:25,22:10,0,105,Airbus A320neo,77000.0,349.0,high,7/3/2026,Friday
DEPARTURE,XY 54,Flynas,JED,Direct,RUH,23:59,1:44,0,105,Airbus A320neo,77000.0,349.0,high,7/3/2026,Friday
DEPARTURE,XY 58,Flynas,JED,Direct,RUH,1:40,3:25,0,105,Airbus A320neo,77000.0,369.0,high,7/3/2026,Friday
DEPARTURE,XY 14,Flynas,JED,Direct,RUH,6:10,7:55,0,105,Airbus A320neo,77000.0,369.0,high,7/3/2026,Friday
DEPARTURE,XY 64,Flynas,JED,Direct,RUH,6:40,8:25,0,105,Airbus A320neo,77000.0,369.0,high,7/3/2026,Friday
DEPARTURE,XY 6,Flynas,JED,Direct,RUH,9:10,10:55,0,105,Airbus A320neo,77000.0,369.0,high,7/3/2026,Friday
DEPARTURE,XY 20,Flynas,JED,Direct,RUH,10:40,12:25,0,105,Airbus A320neo,77000.0,369.0,high,7/3/2026,Friday
DEPARTURE,XY 22,Flynas,JED,Direct,RUH,12:35,14:20,0,105,Airbus A320neo,77000.0,369.0,high,7/3/2026,Friday
ARRIVAL,EY 499,Etihad,SIN,AUH,JED,21:00,3:55,105,715,Airbus A380,594000.0,1511.0,typical,8/23/2026,Sunday
ARRIVAL,EK 315,Emirates,SIN,DXB,JED,10:35,17:45,120,730,Airbus A380,565000.0,1659.0,typical,8/23/2026,Sunday
ARRIVAL,QR 943,Qatar Airways,SIN,DOH,JED,10:20,18:20,190,780,Airbus A350,526000.0,1661.0,typical,8/23/2026,Sunday
ARRIVAL,6E 1012,IndiGo,SIN,BOM,JED,19:45,3:10,90,745,Airbus A321neo,491000.0,1645.0,typical,8/23/2026,Sunday
ARRIVAL,EK 349,Emirates,SIN,DXB,JED,1:40,8:45,125,725,Boeing 777,549000.0,1659.0,typical,8/23/2026,Sunday
ARRIVAL,EK 355,Emirates,SIN,DXB,JED,21:00,8:45,405,1005,Airbus A380,546000.0,1659.0,typical,8/23/2026,Sunday
ARRIVAL,QR 945,Qatar Airways,SIN,DOH,JED,3:15,10:10,125,715,Airbus A350,511000.0,1661.0,typical,8/23/2026,Sunday
ARRIVAL,QR 947,Qatar Airways,SIN,DOH,JED,19:40,1:40,70,660,Airbus A350,471000.0,1661.0,typical,8/23/2026,Sunday
ARRIVAL,HU 460,Hainan,SIN,HAK,JED,16:15,8:10,455,1255,Boeing 737,675000.0,1717.0,typical,8/23/2026,Sunday
ARRIVAL,SQ 116,Singapore Airlines,SIN,KUL,JED,14:30,21:10,110,700,Boeing 737MAX 8 Passenger,403000.0,5380.0,typical,8/23/2026,Sunday
ARRIVAL,SV 525,Saudia,BAH,Direct,JED,0:25,2:40,0,135,Airbus A320,139000.0,466.0,high,9/13/2026,Sunday
ARRIVAL,SV 527,Saudia,BAH,Direct,JED,20:10,22:25,0,135,Airbus A320,139000.0,466.0,high,9/13/2026,Sunday
ARRIVAL,GF 183,Gulf Air,BAH,Direct,JED,13:25,15:40,0,135,Airbus A321neo,106000.0,620.0,high,9/13/2026,Sunday
ARRIVAL,GF 181,Gulf Air,BAH,Direct,JED,1:30,3:55,0,145,Airbus A321neo,106000.0,620.0,high,9/13/2026,Sunday
ARRIVAL,GF 175,Gulf Air,BAH,Direct,JED,1:55,4:20,0,145,Airbus A320,145000.0,620.0,high,9/13/2026,Sunday
ARRIVAL,GF 171,Gulf Air,BAH,Direct,JED,10:05,12:30,0,145,Airbus A321neo,106000.0,620.0,high,9/13/2026,Sunday
ARRIVAL,GF 173,Gulf Air,BAH,Direct,JED,18:05,20:30,0,145,Airbus A321,151000.0,620.0,high,9/13/2026,Sunday
ARRIVAL,EY 646,Etihad,BAH,AUH,JED,22:50,3:55,60,305,Airbus A320,239000.0,637.0,high,9/13/2026,Sunday
ARRIVAL,QR 1109,Qatar Airways,BAH,DOH,JED,22:20,3:20,95,300,Airbus A320,149000.0,996.0,high,9/13/2026,Sunday
ARRIVAL,SV 1902,Saudia,TIF,RUH,JED,7:35,12:45,110,310,Airbus A320,193000.0,447.0,high,7/7/2026,Tuesday
ARRIVAL,SV 1910,Saudia,TIF,RUH,JED,1:40,6:45,105,305,Airbus A321,201000.0,447.0,high,7/7/2026,Tuesday
ARRIVAL,SV 1900,Saudia,TIF,RUH,JED,12:20,17:45,125,325,Airbus A321,190000.0,447.0,high,7/7/2026,Tuesday
ARRIVAL,SV 1914,Saudia,TIF,RUH,JED,16:50,21:45,95,295,Airbus A321,201000.0,447.0,high,7/7/2026,Tuesday
ARRIVAL,SV 1904,Saudia,TIF,RUH,JED,21:35,2:45,110,310,Airbus A321,206000.0,447.0,high,7/7/2026,Tuesday
ARRIVAL,AI 2385,Air India,KUL,DEL,JED,6:50,20:50,450,1140,Airbus A320neo,578000.0,1621.0,high,5/17/2026,Sunday
ARRIVAL,HU 756,Hainan,KUL,HAK,JED,21:05,8:40,180,995,Boeing 737,823000.0,1696.0,high,5/17/2026,Sunday
ARRIVAL,QR 849,Qatar Airways,KUL,DOH,JED,2:00,10:00,160,780,Boeing 777,560000.0,1751.0,high,5/17/2026,Sunday
ARRIVAL,EY 489,Etihad,KUL,AUH,JED,9:50,16:10,85,680,Boeing 787,454000.0,2377.0,high,5/17/2026,Sunday
ARRIVAL,SV 841,Saudia,KUL,Direct,JED,2:15,5:50,0,515,Boeing 787,353000.0,4129.0,high,5/17/2026,Sunday
ARRIVAL,EY 487,Etihad,KUL,AUH,JED,21:55,3:55,75,660,Boeing 787,482000.0,2377.0,high,5/17/2026,Sunday
ARRIVAL,TR 473,Scoot,KUL,SIN,JED,18:25,20:20,1235,1855,Airbus A320,484000.0,2546.0,high,5/17/2026,Sunday
ARRIVAL,6E 1038,IndiGo,KUL,BLR,JED,21:55,4:50,75,715,Airbus A320neo,464000.0,2547.0,high,5/17/2026,Sunday
ARRIVAL,EK 343,Emirates,KUL,DXB,JED,2:00,8:45,110,705,Airbus A380,539000.0,4672.0,high,5/17/2026,Sunday
DEPARTURE,VF 190,AJet,JED,SAW,FRA,3:10,12:30,190,620,Airbus A321neo,304000.0,887.0,high,5/22/2026,Friday
DEPARTURE,PC 695,Pegasus,JED,SAW,FRA,2:30,13:40,310,730,Airbus A321,339000.0,1053.0,high,5/22/2026,Friday
DEPARTURE,EY 604,Etihad,JED,AUH,FRA,5:30,18:45,280,855,Airbus A321,458000.0,1181.0,high,5/22/2026,Friday
DEPARTURE,EK 804,Emirates,JED,DXB,FRA,20:10,8:50,215,820,Airbus A380,539000.0,1326.0,high,5/22/2026,Friday
DEPARTURE,QR 1183,Qatar Airways,JED,DOH,FRA,3:10,14:35,140,745,Airbus A350,380000.0,1329.0,high,5/22/2026,Friday
DEPARTURE,QR 1189,Qatar Airways,JED,DOH,FRA,22:35,8:50,75,675,Boeing 777,390000.0,1329.0,high,5/22/2026,Friday
DEPARTURE,TK 149,Turkish Airlines,JED,IST,FRA,2:00,9:40,100,520,Airbus A321neo,344000.0,1982.0,high,5/22/2026,Friday
DEPARTURE,SM 480,Air Cairo,JED,CAI,FRA,23:30,14:10,555,940,Airbus A320,287000.0,2650.0,high,5/22/2026,Friday
DEPARTURE,SV 127,Saudia,JED,CDG,FRA,8:50,17:45,150,595,Boeing 787,368000.0,3449.0,high,5/22/2026,Friday
DEPARTURE,SV 203,Saudia,JED,FCO,FRA,3:10,10:50,90,520,Airbus A320,435000.0,3702.0,high,5/22/2026,Friday
DEPARTURE,MS 644,EgyptAir,JED,CAI,FRA,0:30,8:10,120,520,Boeing 737,338000.0,5132.0,high,5/22/2026,Friday
ARRIVAL,XY 19,Flynas,RUH,Direct,JED,13:10,15:00,0,110,Airbus A320neo,76000.0,339.0,high,7/26/2026,Sunday
ARRIVAL,F3 129,flyadeal,RUH,Direct,JED,15:20,17:00,0,100,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,SV 1035,Saudia,RUH,Direct,JED,14:00,15:45,0,105,Airbus A330,98000.0,424.0,high,7/26/2026,Sunday
ARRIVAL,XY 35,Flynas,RUH,Direct,JED,11:35,13:25,0,110,Airbus A320neo,76000.0,339.0,high,7/26/2026,Sunday
ARRIVAL,XY 9,Flynas,RUH,Direct,JED,12:20,14:10,0,110,Airbus A320neo,76000.0,339.0,high,7/26/2026,Sunday
ARRIVAL,XY 39,Flynas,RUH,Direct,JED,13:05,14:55,0,110,Airbus A320neo,76000.0,339.0,high,7/26/2026,Sunday
ARRIVAL,XY 57,Flynas,RUH,Direct,JED,23:05,0:55,0,110,Airbus A320neo,76000.0,339.0,high,7/26/2026,Sunday
ARRIVAL,F3 161,flyadeal,RUH,Direct,JED,0:15,1:55,0,100,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 159,flyadeal,RUH,Direct,JED,1:10,2:55,0,105,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 101,flyadeal,RUH,Direct,JED,5:00,6:45,0,105,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 103,flyadeal,RUH,Direct,JED,5:55,7:45,0,110,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 109,flyadeal,RUH,Direct,JED,7:25,9:10,0,105,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 111,flyadeal,RUH,Direct,JED,8:35,10:30,0,115,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 115,flyadeal,RUH,Direct,JED,10:00,11:45,0,105,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 113,flyadeal,RUH,Direct,JED,10:30,12:25,0,115,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 119,flyadeal,RUH,Direct,JED,11:25,13:15,0,110,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 117,flyadeal,RUH,Direct,JED,12:00,13:55,0,115,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 105,flyadeal,RUH,Direct,JED,12:30,14:25,0,115,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 121,flyadeal,RUH,Direct,JED,13:30,15:15,0,105,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 125,flyadeal,RUH,Direct,JED,14:50,16:35,0,105,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 131,flyadeal,RUH,Direct,JED,16:25,18:10,0,105,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 133,flyadeal,RUH,Direct,JED,16:50,18:45,0,115,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 137,flyadeal,RUH,Direct,JED,17:55,19:40,0,105,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 139,flyadeal,RUH,Direct,JED,18:45,20:30,0,105,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 143,flyadeal,RUH,Direct,JED,19:45,21:30,0,105,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 147,flyadeal,RUH,Direct,JED,20:25,22:10,0,105,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 151,flyadeal,RUH,Direct,JED,21:45,23:30,0,105,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 157,flyadeal,RUH,Direct,JED,22:30,0:15,0,105,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 153,flyadeal,RUH,Direct,JED,22:50,0:35,0,105,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,F3 155,flyadeal,RUH,Direct,JED,23:40,1:25,0,105,Airbus A320,83000.0,345.0,high,7/26/2026,Sunday
ARRIVAL,XY 61,Flynas,RUH,Direct,JED,0:20,2:10,0,110,Airbus A320neo,76000.0,349.0,high,7/26/2026,Sunday
ARRIVAL,XY 3,Flynas,RUH,Direct,JED,5:30,7:20,0,110,Airbus A320neo,76000.0,349.0,high,7/26/2026,Sunday
ARRIVAL,XY 5,Flynas,RUH,Direct,JED,6:35,8:25,0,110,Airbus A320neo,76000.0,349.0,high,7/26/2026,Sunday
ARRIVAL,XY 13,Flynas,RUH,Direct,JED,8:40,10:30,0,110,Airbus A320neo,76000.0,349.0,high,7/26/2026,Sunday
ARRIVAL,XY 17,Flynas,RUH,Direct,JED,9:50,11:40,0,110,Airbus A320neo,76000.0,349.0,high,7/26/2026,Sunday
ARRIVAL,XY 31,Flynas,RUH,Direct,JED,10:35,12:25,0,110,Airbus A320neo,76000.0,349.0,high,7/26/2026,Sunday
ARRIVAL,XY 21,Flynas,RUH,Direct,JED,15:05,16:55,0,110,Airbus A320neo,76000.0,349.0,high,7/26/2026,Sunday
ARRIVAL,XY 33,Flynas,RUH,Direct,JED,16:10,18:00,0,110,Airbus A320neo,76000.0,349.0,high,7/26/2026,Sunday
ARRIVAL,XY 37,Flynas,RUH,Direct,JED,17:45,19:35,0,110,Airbus A320neo,76000.0,349.0,high,7/26/2026,Sunday
ARRIVAL,XY 59,Flynas,RUH,Direct,JED,19:00,20:50,0,110,Airbus A320neo,76000.0,349.0,high,7/26/2026,Sunday
DEPARTURE,A3 951,Aegean,JED,ATH,BCN,3:30,1:00,940,1350,Airbus A320neo,308000.0,805.0,low,6/10/2026,Wednesday
DEPARTURE,A3 951,Aegean,JED,ATH,BCN,3:30,11:15,115,525,Airbus A320neo,308000.0,848.0,low,6/10/2026,Wednesday
DEPARTURE,EY 604,Etihad,JED,AUH,BCN,5:40,19:15,285,875,Airbus A321,478000.0,1313.0,low,6/10/2026,Wednesday
DEPARTURE,EY 602,Etihad,JED,AUH,BCN,3:10,19:15,430,1025,Airbus A321neo,442000.0,1191.0,low,6/10/2026,Wednesday
DEPARTURE,SV 1048,Saudia,JED,RUH,BCN,21:00,10:50,180,890,Airbus A330,488000.0,1358.0,low,6/10/2026,Wednesday
DEPARTURE,QR 1189,Qatar Airways,JED,DOH,BCN,20:20,7:55,135,755,Boeing 777,411000.0,1464.0,low,6/10/2026,Wednesday
DEPARTURE,MS 674,EgyptAir,JED,CAI,BCN,5:10,15:25,280,675,Airbus A330,379000.0,2148.0,low,6/10/2026,Wednesday
DEPARTURE,TK 121,Turkish Airlines,JED,IST,BCN,14:30,23:15,105,585,Airbus A330,416000.0,2694.0,low,6/10/2026,Wednesday
DEPARTURE,PC 699,Pegasus,JED,SAW,BCN,5:10,12:50,75,520,Airbus A321,358000.0,3787.0,low,6/10/2026,Wednesday
DEPARTURE,SV 131,Saudia,JED,CDG,BCN,1:20,11:15,175,655,Boeing 787,393000.0,4837.0,low,6/10/2026,Wednesday
ARRIVAL,EY 401,Etihad,BKK,AUH,JED,3:15,10:30,110,675,Boeing 787,459000.0,1136.0,typical,7/14/2026,Tuesday
ARRIVAL,EY 409,Etihad,BKK,AUH,JED,9:45,16:10,70,625,Airbus A350,474000.0,1136.0,typical,7/14/2026,Tuesday
ARRIVAL,EY 405,Etihad,BKK,AUH,JED,15:05,23:25,125,740,Boeing 787,459000.0,1136.0,typical,7/14/2026,Tuesday
ARRIVAL,WY 818,Oman Air,BKK,MCT,JED,9:00,17:10,180,730,Boeing 787,459000.0,1273.0,typical,7/14/2026,Tuesday
ARRIVAL,WY 812,Oman Air,BKK,MCT,JED,14:20,0:05,265,825,Boeing 737,554000.0,1273.0,typical,7/14/2026,Tuesday
ARRIVAL,WY 816,Oman Air,BKK,MCT,JED,19:10,4:45,265,815,Boeing 787,461000.0,1273.0,typical,7/14/2026,Tuesday
ARRIVAL,GF 153,Gulf Air,BKK,BAH,JED,20:15,3:55,120,700,Boeing 787,451000.0,1296.0,typical,7/14/2026,Tuesday
ARRIVAL,HU 722,Hainan,BKK,HAK,JED,19:20,8:10,300,1010,Airbus A320neo,588000.0,1371.0,typical,7/14/2026,Tuesday
ARRIVAL,G9 822,Air Arabia,BKK,SHJ,JED,8:55,15:45,95,650,Airbus A321,555000.0,1389.0,typical,7/14/2026,Tuesday
ARRIVAL,SV 849,Saudia,BKK,Direct,JED,1:50,6:00,0,490,Boeing 787,384000.0,1869.0,typical,7/14/2026,Tuesday
ARRIVAL,A3 651,Aegean,FCO,ATH,JED,9:30,2:35,630,965,Airbus A321neo,262000.0,933.0,high,7/14/2026,Tuesday
ARRIVAL,A3 655,Aegean,FCO,ATH,JED,18:30,2:35,95,425,Airbus A321neo,262000.0,1092.0,high,7/14/2026,Tuesday
ARRIVAL,SV 208,Saudia,FCO,RUH,JED,16:10,2:45,155,575,Airbus A320,442000.0,1240.0,high,7/14/2026,Tuesday
ARRIVAL,EY 84,Etihad,FCO,AUH,JED,23:00,10:30,90,630,Boeing 787,452000.0,1337.0,high,7/14/2026,Tuesday
ARRIVAL,G9 663,Air Arabia,FCO,SHJ,JED,22:00,15:45,470,1005,Airbus A320neo,463000.0,1605.0,high,7/14/2026,Tuesday
ARRIVAL,G9 663,Air Arabia,FCO,SHJ,JED,22:00,9:25,90,625,Airbus A320neo,458000.0,1620.0,high,7/14/2026,Tuesday
ARRIVAL,SV 202,Saudia,FCO,Direct,JED,16:10,21:55,0,285,Airbus A320,394000.0,2044.0,high,7/14/2026,Tuesday
ARRIVAL,MS 792,EgyptAir,FCO,CAI,JED,14:00,22:00,95,420,Airbus A321,346000.0,2528.0,high,7/14/2026,Tuesday
DEPARTURE,SV 203,Saudia,JED,FCO,ORD,3:10,19:40,310,1470,Airbus A320,954000.0,2590.0,typical,5/1/2026,Friday
DEPARTURE,SV 21,Saudia,JED,JFK,ORD,8:50,21:57,291,1267,Boeing 777,954000.0,3133.0,typical,5/1/2026,Friday
DEPARTURE,TK 95,Turkish Airlines,JED,IST,ORD,1:30,9:40,70,970,Airbus A321neo,610000.0,4244.0,high,5/1/2026,Friday
DEPARTURE,RJ 705,Royal Jordanian,JED,AMM,ORD,4:50,16:10,270,1160,Airbus A320neo,681000.0,4431.0,high,5/1/2026,Friday
DEPARTURE,SV 203,Saudia,JED,FCO,ORD,3:10,20:08,255,1498,Airbus A320,966000.0,2572.0,typical,5/1/2026,Friday
DEPARTURE,SV 203,Saudia,JED,FCO,ORD,3:10,11:28,255,2418,Airbus A320,966000.0,2572.0,typical,5/1/2026,Friday
DEPARTURE,SV 203,Saudia,JED,FCO,ORD,3:10,22:01,310,1611,Airbus A320,971000.0,2590.0,typical,5/1/2026,Friday
DEPARTURE,SV 117,Saudia,JED,LHR,ORD,16:00,14:53,780,1853,Boeing 777,852000.0,2637.0,typical,5/1/2026,Friday
